Ticker,No.,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume, Code, Name
TRX,356,Tanzanian Royalty Exploration Corp.,Basic Materials,Gold,Canada,195.49,,1.93,-0.52%,39329,GOOG/AMEX_TRX,Tanzanian Royalty Exploration Corp. 
TSH,357,Teche Holding Company,Financial,Savings & Loans,USA,98.14,11.42,48.2,0.00%,1111,GOOG/AMEX_TSH,Teche Holding Company 
UEC,360,Uranium Energy Corp.,Basic Materials,Industrial Metals & Minerals,USA,154.87,,1.8,-0.55%,89943,GOOG/AMEX_UEC,Uranium Energy Corp. 
UQM,361,UQM Technologies Inc.,Industrial Goods,Industrial Electrical Equipment,USA,77.72,,2.11,0.00%,8188,GOOG/AMEX_UQM,UQM Technologies
URG,362,UR-Energy Inc.,Basic Materials,Industrial Metals & Minerals,USA,141.62,,1.19,2.59%,381514,GOOG/AMEX_URG,Ur-Energy Inc. 
URZ,363,Uranerz Energy Corp.,Basic Materials,Industrial Metals & Minerals,USA,90.58,,1.13,-0.79%,96428,GOOG/AMEX_URZ,Uranerz Energy Corp. 
UTG,364,Reaves Utility Income Fund,Financial,Closed-End Fund - Equity,USA,701.46,4.29,24.2,0.08%,54720,GOOG/AMEX_UTG,Reaves Utility Income Fund 
UUU,365,Universal Security Instruments Inc.,Services,Security & Protection Services,USA,9.79,,4.29,0.23%,1001,GOOG/AMEX_UUU,Universal Security Instruments
UWN,366,Nevada Gold & Casinos Inc.,Services,Resorts & Casinos,USA,16.41,,1.02,0.00%,0,GOOG/AMEX_UWN,Nevada Gold &amp; Casinos 
VCF,367,"Delaware Investments Colorado Municipal Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA,,,12.33,-0.40%,4418,GOOG/AMEX_VCF,Delaware Investments Colorado Municipal Income Fund
VFL,368,Delaware Investments National Municipal Income Fund,Financial,Closed-End Fund - Debt,USA,,,11.51,-0.26%,7395,GOOG/AMEX_VFL,Delaware Investments Natnl Mncpl Incm Fd 
VGZ,369,Vista Gold Corp.,Basic Materials,Gold,USA,30.26,,0.38,2.68%,67236,GOOG/AMEX_VGZ,Vista Gold Corp. 
VHC,370,VirnetX Holding Corp,Technology,Internet Software & Services,USA,973.37,,19.2,1.00%,88082,GOOG/AMEX_VHC,VirnetX Holding Corporation 
VII,371,Vicon Industries Inc.,Technology,Diversified Electronics,USA,12.01,,2.75,3.00%,8824,GOOG/AMEX_VII,Vicon Industries
VKI,372,Invesco Van Kampen Advantage Municipal Income Trust II,Financial,Closed-End Fund - Debt,USA,,,10.29,0.29%,171527,GOOG/AMEX_VKI,Van Kampen Advantage Muni Incm Tr II 
VMM,373,Delaware Investments Minnesota Municipal Income Fund II,Financial,Closed-End Fund - Debt,USA,,,12.24,0.08%,39466,GOOG/AMEX_VMM,Delaware Invstmt Mnst Mnpl Inm Fd II Inc 
VSR,375,Versar Inc.,Services,Technical Services,USA,43.71,11.4,4.52,-0.88%,131,GOOG/AMEX_VSR,Versar Inc. 
VTG,376,Vantage Drilling Company,Basic Materials,Oil & Gas Drilling & Exploration,USA,546.73,,1.79,-1.10%,108819,GOOG/AMEX_VTG,Vantage Drilling Company 
WGA,377,Wells-Gardner Electronics Corp.,Technology,Diversified Electronics,USA,20.48,25.0,1.7,-2.84%,9217,GOOG/AMEX_WGA,Wells-Gardner Electronics Corporation 
WTT,378,Wireless Telecom Group Inc.,Technology,Communication Equipment,USA,51.05,16.46,2.13,-0.47%,7816,GOOG/AMEX_WTT,Wireless Telecom Group Inc 
WYY,379,WidePoint Corp.,Services,Technical Services,USA,91.17,71.5,1.43,0.01%,206486,GOOG/AMEX_WYY,WidePoint Corporation 
XPL,380,Solitario Exploration & Royalty Corp.,Basic Materials,Gold,USA,28.42,,0.82,0.00%,0,GOOG/AMEX_XPL,Solitario Exploration &amp; Royalty Co 
XRA,381,Exeter Resource Corporation,Basic Materials,Gold,Canada,48.62,,0.55,0.00%,39136,GOOG/AMEX_XRA,Exeter Resource Corp. 
ZBB,382,ZBB Energy Corporation,Industrial Goods,Industrial Electrical Equipment,USA,75.94,,0.81,-5.84%,157096,GOOG/AMEX_ZBB,ZBB Energy Corporation 
